,Unnamed: 0,Unnamed: 0.1,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
2855,2855,2855,29642682,2015-01-05 09:57:43,,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,,Open,01/12/2015 09:57:43 AM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2856,2856,2856,29638717,2015-01-05 09:57:11,01/05/2015 06:27:52 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10466,2109 LIGHT STREET,LIGHT STREET,PRATT AVENUE,HARPER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/05/2015 05:57:11 PM,01/05/2015 06:27:52 PM,12 BRONX,BRONX,1030107,262837,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.887981679525545,-73.83415118412489,"(40.887981679525545, -73.83415118412489)"
2857,2857,2857,29635368,2015-01-05 09:57:00,01/05/2015 09:57:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11214,179 BAY 26 STREET,BAY 26 STREET,BATH AVENUE,CROPSEY AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,01/05/2015 09:57:00 AM,11 BROOKLYN,BROOKLYN,984078,157884,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60003138258307,-74.00061938098621,"(40.60003138258307, -74.00061938098621)"
2858,2858,2858,29636773,2015-01-05 09:56:26,,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10021,1334 YORK AVENUE,YORK AVENUE,EAST 71 STREET,EAST 72 STREET,,,ADDRESS,NEW YORK,,,Open,01/25/2015 09:56:26 AM,,08 MANHATTAN,MANHATTAN,996957,218469,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76631421354763,-73.95412718241437,"(40.76631421354763, -73.95412718241437)"
2859,2859,2859,29635254,2015-01-05 09:56:03,,DOT,Department of Transportation,Street Sign - Dangling,St Name - Over Intersection,Street,10019,12 WEST 57 STREET,WEST 57 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,,Open,01/19/2015 09:56:03 AM,,05 MANHATTAN,MANHATTAN,991260,217355,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76326292437489,-73.97469475807063,"(40.76326292437489, -73.97469475807063)"
2860,2860,2860,29640617,2015-01-05 09:56:00,01/02/2015 09:56:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,UNION TPKE,GRAND CENTRAL PKWY,INTERSECTION,,,,Pending,,01/02/2015 09:56:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2861,2861,2861,29634227,2015-01-05 09:56:00,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11433,106-07 177 STREET,177 STREET,106 AVENUE,106 ROAD,,,ADDRESS,Jamaica,,,Open,,,12 QUEENS,QUEENS,1045045,195373,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70272167646822,-73.78073656968773,"(40.70272167646822, -73.78073656968773)"
2862,2862,2862,29639656,2015-01-05 09:55:48,,DOF,Department of Finance,DOF Literature Request,SCRIE Renewal Application - Rent-Stabilized Apartments,,,,,,,,,,,,,Open,01/12/2015 09:55:48 AM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2863,2863,2863,29641371,2015-01-05 09:55:48,01/05/2015 09:56:09 AM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,,,,,,,,Closed,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2864,2864,2864,29634970,2015-01-05 09:55:20,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,11238,83 LEFFERTS PLACE,LEFFERTS PLACE,GRAND AVENUE,CLASSON AVENUE,,,ADDRESS,BROOKLYN,,,Assigned,01/12/2015 01:52:40 PM,01/05/2015 01:52:59 PM,02 BROOKLYN,BROOKLYN,995317,187446,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.681165816196476,-73.9600986666535,"(40.681165816196476, -73.9600986666535)"
2865,2865,2865,29636341,2015-01-05 09:55:16,,DCA,Department of Consumer Affairs,Consumer Complaint,Sidewalk Blocked,,10032,,,,,WEST  163 STREET,ST NICHOLAS AVENUE,INTERSECTION,NEW YORK,,,Open,01/09/2015 09:55:16 AM,,12 MANHATTAN,MANHATTAN,1000824,244205,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83694606296753,-73.94010362185068,"(40.83694606296753, -73.94010362185068)"
2866,2866,2866,29638618,2015-01-05 09:55:16,01/05/2015 10:07:18 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11415,83-18 125 STREET,125 STREET,DEAD END,METROPOLITAN AVENUE,,,ADDRESS,KEW GARDENS,,Precinct,Closed,01/05/2015 05:55:16 PM,01/05/2015 10:07:18 AM,09 QUEENS,QUEENS,1032332,196239,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70517684911158,-73.82658099486083,"(40.70517684911158, -73.82658099486083)"
2867,2867,2867,29634575,2015-01-05 09:55:00,01/02/2015 09:55:00 AM,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Out Of Position,,11364,,,,,210 STREET,75 AVENUE,INTERSECTION,Oakland Gardens,,,Pending,,01/02/2015 09:55:00 AM,11 QUEENS,QUEENS,1050017,207968,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73725623403971,-73.76268155831056,"(40.73725623403971, -73.76268155831056)"
2868,2868,2868,29641004,2015-01-05 09:55:00,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10022,,,,,5 AVENUE,EAST 53 STREET,INTERSECTION,NEW YORK,,,Open,,,05 MANHATTAN,MANHATTAN,990946,216319,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76041961417537,-73.9758292915084,"(40.76041961417537, -73.9758292915084)"
2869,2869,2869,29640504,2015-01-05 09:55:00,01/02/2015 09:55:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11364,,,,,SPRINGFIELD BOULEVARD,75 AVENUE,INTERSECTION,Oakland Gardens,,,Pending,,01/02/2015 09:55:00 AM,11 QUEENS,QUEENS,1053143,209047,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.740194011991626,-73.75139048078321,"(40.740194011991626, -73.75139048078321)"
2870,2870,2870,29639433,2015-01-05 09:55:00,01/02/2015 09:55:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11364,,,,,67 AVENUE,232 STREET,INTERSECTION,Oakland Gardens,,,Pending,,01/02/2015 09:55:00 AM,11 QUEENS,QUEENS,1054901,211881,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74795873123105,-73.74501677134202,"(40.74795873123105, -73.74501677134202)"
2871,2871,2871,29639541,2015-01-05 09:55:00,01/02/2015 09:55:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11364,,,,,69 AVENUE,212 STREET,INTERSECTION,Oakland Gardens,,,Pending,,01/02/2015 09:55:00 AM,11 QUEENS,QUEENS,1050058,209394,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74116993086221,-73.76251966148305,"(40.74116993086221, -73.76251966148305)"
2872,2872,2872,29640895,2015-01-05 09:54:58,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11230,1002 AVENUE J,AVENUE J,EAST 10 STREET,CONEY ISLAND AVENUE,,,ADDRESS,BROOKLYN,,,Assigned,01/13/2015 01:48:10 PM,01/05/2015 01:48:31 PM,12 BROOKLYN,BROOKLYN,993687,166861,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62466637345132,-73.96600432599404,"(40.62466637345132, -73.96600432599404)"
2873,2873,2873,29639071,2015-01-05 09:54:55,01/05/2015 10:26:27 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10002,192 EAST BROADWAY,EAST BROADWAY,JEFFERSON STREET,CLINTON STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/05/2015 05:54:55 PM,01/05/2015 10:26:27 AM,03 MANHATTAN,MANHATTAN,987394,199478,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.714197213721604,-73.98865889969987,"(40.714197213721604, -73.98865889969987)"
2874,2874,2874,29638083,2015-01-05 09:54:50,,DOF,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,,,,,,,,,,Open,01/12/2015 09:54:50 AM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2875,2875,2875,29640286,2015-01-05 09:54:45,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Other (Explain Below),11691,17-11 BROOKHAVEN AVENUE,BROOKHAVEN AVENUE,BEACH 17 STREET,BEACH 19 STREET,,,ADDRESS,FAR ROCKAWAY,,,Open,01/19/2015 09:54:45 AM,,14 QUEENS,QUEENS,1053414,157570,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59889963634944,-73.75094070856707,"(40.59889963634944, -73.75094070856707)"
2876,2876,2876,29635401,2015-01-05 09:54:28,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11434,,,,,157 STREET,140 AVENUE,INTERSECTION,JAMAICA,,,Open,01/13/2015 09:54:28 AM,,12 QUEENS,QUEENS,1045872,183111,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.669059680136634,-73.77786606756331,"(40.669059680136634, -73.77786606756331)"
2877,2877,2877,29642576,2015-01-05 09:54:23,01/05/2015 01:52:58 PM,DOB,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11370,19-31 76 STREET,76 STREET,HAZEN STREET,20 AVENUE,,,ADDRESS,EAST ELMHURST,,,Closed,01/09/2015 09:54:23 AM,01/05/2015 01:52:58 PM,01 QUEENS,QUEENS,1013596,220593,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77210446229037,-73.8940504431782,"(40.77210446229037, -73.8940504431782)"
2878,2878,2878,29639987,2015-01-05 09:54:21,,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Rent Discrepancy,Senior Address,10314,460 NORTH BRIELLE VENUE,NORTH BRIELLE VENUE,,,,,ADDRESS,STATEN ISLAND,,,Open,01/19/2015 09:54:21 AM,,0 Unspecified,Unspecified,946636,155642,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59379773284344,-74.13543738839154,"(40.59379773284344, -74.13543738839154)"
2879,2879,2879,29636427,2015-01-05 09:54:00,,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),,10314,90 BOGOTA STREET,BOGOTA STREET,DEAD END,TRAVIS AVENUE,,,ADDRESS,STATEN ISLAND,,,Open,,,02 STATEN ISLAND,STATEN ISLAND,943102,152699,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58570409547535,-74.14814437937162,"(40.58570409547535, -74.14814437937162)"
2880,2880,2880,29639882,2015-01-05 09:54:00,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11416,95-42 95 STREET,95 STREET,WOODHAVEN COURT,97 AVENUE,,,ADDRESS,Ozone Park,,,Open,,,09 QUEENS,QUEENS,1026847,189374,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68636215208267,-73.84640730453579,"(40.68636215208267, -73.84640730453579)"
2881,2881,2881,29640778,2015-01-05 09:53:53,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,10023,47 WEST 71 STREET,WEST 71 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,,,ADDRESS,NEW YORK,,,Open,02/04/2015 09:53:53 AM,,07 MANHATTAN,MANHATTAN,990397,222036,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.776111692931615,-73.97780580094619,"(40.776111692931615, -73.97780580094619)"
2882,2882,2882,29635487,2015-01-05 09:53:52,01/05/2015 10:03:53 AM,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11229,2619 OCEAN AVENUE,OCEAN AVENUE,AVENUE U,AVENUE V,,,ADDRESS,BROOKLYN,,,Closed,01/19/2015 09:53:52 AM,01/05/2015 10:03:53 AM,15 BROOKLYN,BROOKLYN,997831,157074,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59779769251149,-73.95109574297207,"(40.59779769251149, -73.95109574297207)"
2883,2883,2883,29636572,2015-01-05 09:53:39,,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Rent Discrepancy,Senior Address,11213,1587 CARROLL STREET,CARROLL STREET,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,,,Open,01/19/2015 09:53:39 AM,,09 BROOKLYN,BROOKLYN,1002636,182021,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.666263237942395,-73.93372530479601,"(40.666263237942395, -73.93372530479601)"
2884,2884,2884,29635502,2015-01-05 09:53:33,,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Application Renewal,Senior Address,11004,71-25 LITTLE NECK PARKWAY,LITTLE NECK PARKWAY,252 STREET,72 AVENUE,,,ADDRESS,GLEN OAKS,,,Open,01/19/2015 09:53:33 AM,,13 QUEENS,QUEENS,1061575,213184,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75147927859503,-73.72091512277082,"(40.75147927859503, -73.72091512277082)"
2885,2885,2885,29639521,2015-01-05 09:53:19,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Restaurant/Bar/Deli/Bakery,11207,699 NEW LOTS AVENUE,NEW LOTS AVENUE,JEROME STREET,WARWICK STREET,,,ADDRESS,BROOKLYN,,,Assigned,03/06/2015 09:53:19 AM,01/05/2015 03:56:35 PM,05 BROOKLYN,BROOKLYN,1016284,181792,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66559582291276,-73.8845304712513,"(40.66559582291276, -73.8845304712513)"
2886,2886,2886,29638969,2015-01-05 09:53:00,01/06/2015 12:44:47 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,104-49 41 AVENUE,41 AVENUE,104 STREET,108 STREET,,,ADDRESS,CORONA,,Precinct,Closed,01/05/2015 05:53:00 PM,01/06/2015 12:44:47 AM,04 QUEENS,QUEENS,1022803,212296,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74929599498692,-73.86085751090745,"(40.74929599498692, -73.86085751090745)"
2887,2887,2887,29635450,2015-01-05 09:52:59,01/05/2015 10:03:51 AM,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11235,3007 OCEAN AVENUE,OCEAN AVENUE,JEROME AVENUE,VOORHIES AVENUE,,,ADDRESS,BROOKLYN,,,Closed,01/19/2015 09:52:59 AM,01/05/2015 10:03:51 AM,15 BROOKLYN,BROOKLYN,998367,153380,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.587657568019594,-73.94917336200548,"(40.587657568019594, -73.94917336200548)"
2888,2888,2888,29642741,2015-01-05 09:52:39,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,Street,10314,400 BUCHANAN AVENUE,BUCHANAN AVENUE,WESTWOOD AVENUE,BEND,,,ADDRESS,STATEN ISLAND,,,Open,01/15/2015 09:52:39 AM,,02 STATEN ISLAND,STATEN ISLAND,947081,159817,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.605259126355286,-74.13385804363442,"(40.605259126355286, -74.13385804363442)"
2889,2889,2889,29635002,2015-01-05 09:51:49,01/05/2015 02:26:29 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11228,,,,,86 STREET,7 AVENUE,INTERSECTION,BROOKLYN,,,Closed,01/19/2015 09:51:49 AM,01/05/2015 02:26:29 PM,10 BROOKLYN,BROOKLYN,978360,164603,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61847170298597,-74.02121605745596,"(40.61847170298597, -74.02121605745596)"
2890,2890,2890,29638689,2015-01-05 09:51:39,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11385,77-22 76 STREET,76 STREET,77 AVENUE,78 AVENUE,,,ADDRESS,RIDGEWOOD,,,Open,01/13/2015 09:51:39 AM,,05 QUEENS,QUEENS,1019197,196511,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70598504948746,-73.87395396236086,"(40.70598504948746, -73.87395396236086)"
2891,2891,2891,29640876,2015-01-05 09:51:18,01/05/2015 10:02:45 AM,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11235,3087 OCEAN AVENUE,OCEAN AVENUE,VOORHIES AVENUE,BELT PARKWAY,,,ADDRESS,BROOKLYN,,,Closed,01/19/2015 09:51:18 AM,01/05/2015 10:02:45 AM,15 BROOKLYN,BROOKLYN,998465,152703,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58579918152906,-73.9488219484038,"(40.58579918152906, -73.9488219484038)"
2892,2892,2892,29642646,2015-01-05 09:51:12,,CHALL,CHALL,Opinion for the Mayor,PUBLICSAFETY,,,,,,,,,,,,,Email Sent,01/19/2015 09:51:24 AM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,1-1-1051775323,,,,,,
2893,2893,2893,29642115,2015-01-05 09:51:02,01/05/2015 11:25:32 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11426,,,,,240 STREET,89 AVENUE,INTERSECTION,BELLEROSE,,Precinct,Closed,01/05/2015 05:51:02 PM,01/05/2015 11:25:32 AM,13 QUEENS,QUEENS,1059749,204674,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72813733459675,-73.72760107365941,"(40.72813733459675, -73.72760107365941)"
2894,2894,2894,29640716,2015-01-05 09:51:00,,DSNY,P - Brooklyn and Staten Island,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11230,1315 FOSTER AVENUE,FOSTER AVENUE,EAST 13 STREET,EAST 14 STREET,,,ADDRESS,BROOKLYN,,,Open,,,14 BROOKLYN,BROOKLYN,994078,170021,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.633339481565066,-73.96459119350514,"(40.633339481565066, -73.96459119350514)"
2895,2895,2895,29634223,2015-01-05 09:50:00,,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11691,424 BEACH 38 STREET,BEACH 38 STREET,BEACH CHANNEL DRIVE,NORTON AVENUE,,,ADDRESS,Far Rockaway,,,Open,,,14 QUEENS,QUEENS,1047898,156769,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59674239150644,-73.7708112549495,"(40.59674239150644, -73.7708112549495)"
2896,2896,2896,29634149,2015-01-05 09:50:00,,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10028,548 EAST 82 STREET,EAST 82 STREET,YORK AVENUE,EAST END AVENUE,,,ADDRESS,NEW YORK,,,Open,,,08 MANHATTAN,MANHATTAN,998693,220850,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.772846772161856,-73.94785503225111,"(40.772846772161856, -73.94785503225111)"
2897,2897,2897,29638612,2015-01-05 09:50:00,,DSNY,Manhattan 06,Derelict Bicycle,14B Derelict Bicycle,Street,10022,601 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 53 STREET,EAST 54 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Open,,,06 MANHATTAN,MANHATTAN,992308,215607,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.758464220180265,-73.97091370184408,"(40.758464220180265, -73.97091370184408)"
2898,2898,2898,29639031,2015-01-05 09:49:44,,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,11209,8114 3 AVENUE,3 AVENUE,81 STREET,82 STREET,,,ADDRESS,BROOKLYN,,,Open,01/25/2015 09:49:44 AM,,10 BROOKLYN,BROOKLYN,976017,167682,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62692104676656,-74.02965940845635,"(40.62692104676656, -74.02965940845635)"
2899,2899,2899,29641968,2015-01-05 09:49:07,01/05/2015 09:52:50 AM,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11230,1917 AVENUE O,AVENUE O,EAST 19 STREET,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,,Closed,01/19/2015 09:49:07 AM,01/05/2015 09:52:50 AM,14 BROOKLYN,BROOKLYN,996752,162765,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61341991136599,-73.95497061346597,"(40.61341991136599, -73.95497061346597)"
2900,2900,2900,29639434,2015-01-05 09:49:00,01/02/2015 09:49:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11434,,,,,173 STREET,115 AVENUE,INTERSECTION,Jamaica,,,Pending,,01/02/2015 09:49:00 AM,12 QUEENS,QUEENS,1046273,190902,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.690441338844835,-73.77634885043103,"(40.690441338844835, -73.77634885043103)"
2901,2901,2901,29640613,2015-01-05 09:49:00,01/02/2015 09:49:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11434,,,,,129 AVENUE,154 STREET,INTERSECTION,Jamaica,,,Pending,,01/02/2015 09:49:00 AM,12 QUEENS,QUEENS,1043988,184786,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67367007899784,-73.78464260637539,"(40.67367007899784, -73.78464260637539)"
2902,2902,2902,29640891,2015-01-05 09:48:40,,DCA,Department of Consumer Affairs,Consumer Complaint,Over Capacity,,10280,333 RECTOR PLACE,RECTOR PLACE,SOUTH END AVENUE,BEND,,,ADDRESS,NEW YORK,,,Open,01/09/2015 09:48:40 AM,,01 MANHATTAN,MANHATTAN,979467,197748,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70944804111834,-74.01725210502414,"(40.70944804111834, -74.01725210502414)"
